round,client_id,n,n_pos,n_neg,pos_rate,auprc,auroc,brier,nll,ece,threshold,threshold_method,accuracy,f1,sensitivity,specificity,ppv,npv,method
1,Thoracic_surgery__Lung_wedge_resection,170,48,122,0.2823529411764706,0.3033917806986348,0.5268101092896175,0.5127028305019594,1.3670809987009076,0.5567557985612167,0.8388512156544197,youden-val,0.5176470588235295,0.3692307692307692,0.5,0.5245901639344263,0.2926829268292683,0.7272727272727273,FedAvg
1,Thoracic_surgery__Minor_resection,171,69,102,0.4035087719298245,0.5252372363486789,0.4921852799090651,0.4247375893768948,1.144318530471618,0.4342753888581234,0.8388512156544197,youden-val,0.5321637426900585,0.4366197183098591,0.4492753623188406,0.5882352941176471,0.4246575342465753,0.6122448979591837,FedAvg
1,Thoracic_surgery__Others,223,120,103,0.5381165919282511,0.6250276441662963,0.4905339805825243,0.3287208592901758,0.9043757854986582,0.2856813438460739,0.8388512156544197,youden-val,0.5067264573991032,0.3820224719101123,0.2833333333333333,0.7669902912621359,0.5862068965517241,0.4787878787878787,FedAvg
2,General_surgery__Biliary_Pancreas,441,206,235,0.4671201814058957,0.4853529395559458,0.5459202644081802,0.2487036636746988,0.6905535097955614,0.0239954046797914,0.4944187029540254,youden-val,0.5419501133786848,0.4793814432989691,0.4514563106796116,0.6212765957446809,0.510989010989011,0.5637065637065637,FedAvg
2,General_surgery__Colorectal,392,181,211,0.461734693877551,0.4843891517153111,0.4980754628053729,0.2503878930285496,0.6939262209281234,0.0379231460432112,0.4944187029540254,youden-val,0.4795918367346938,0.4456521739130434,0.4530386740331492,0.5023696682464455,0.4385026737967914,0.5170731707317073,FedAvg
2,General_surgery__Distal_gastrectomy,356,136,220,0.3820224719101123,0.4953654464260835,0.6248997326203208,0.2451377900123481,0.6833962627882066,0.1174764548329145,0.4944187029540254,youden-val,0.5702247191011236,0.5486725663716814,0.6838235294117647,0.5,0.458128078817734,0.7189542483660131,FedAvg
2,General_surgery__Exploratory_laparotomy,201,113,88,0.5621890547263682,0.7088803205421911,0.6210780370072405,0.2442319759950202,0.6815737579442359,0.0632461102990411,0.4944187029540254,youden-val,0.5920398009950248,0.6238532110091743,0.6017699115044248,0.5795454545454546,0.6476190476190476,0.53125,FedAvg
2,General_surgery__Hepatic,314,123,191,0.3917197452229299,0.3691266217771644,0.4817179585408419,0.2487744033670366,0.6907050439034121,0.0923953923528901,0.4944187029540254,youden-val,0.5318471337579618,0.3098591549295774,0.2682926829268293,0.7015706806282722,0.3666666666666666,0.5982142857142857,FedAvg
2,General_surgery__OtherSurgery,217,143,74,0.6589861751152074,0.7126387190521808,0.5495180495180495,0.2512415263822379,0.6956577302322985,0.166351295412524,0.4944187029540254,youden-val,0.5391705069124424,0.5934959349593496,0.5104895104895105,0.5945945945945946,0.7087378640776699,0.3859649122807017,FedAvg
2,General_surgery__Others,150,80,70,0.5333333333333333,0.6388507439691714,0.5917857142857142,0.2466337584871597,0.6863885744819034,0.0665571441244956,0.4944187029540254,youden-val,0.5333333333333333,0.5205479452054794,0.475,0.6,0.5757575757575758,0.5,FedAvg
2,General_surgery__Stomach,226,90,136,0.3982300884955752,0.4293489307017425,0.5306372549019608,0.2488390580249296,0.6908499544029044,0.0978810237522923,0.4944187029540254,youden-val,0.5398230088495575,0.4583333333333333,0.4888888888888889,0.5735294117647058,0.4313725490196078,0.6290322580645161,FedAvg
2,Gynecology__Major_resection,145,46,99,0.3172413793103448,0.4252753157895585,0.5658761528326745,0.2404948912725301,0.6740905831428057,0.1800913904181627,0.4944187029540254,youden-val,0.6344827586206897,0.2535211267605634,0.1956521739130435,0.8383838383838383,0.36,0.6916666666666667,FedAvg
2,Thoracic_surgery__Lung_lobectomy,326,134,192,0.4110429447852761,0.4457384344349754,0.4816930970149254,0.2501575991841159,0.6934559246341454,0.1031178994899898,0.4944187029540254,youden-val,0.4723926380368098,0.4189189189189189,0.4626865671641791,0.4791666666666667,0.382716049382716,0.5609756097560976,FedAvg
2,Thoracic_surgery__Lung_wedge_resection,170,48,122,0.2823529411764706,0.3135289223966764,0.5104166666666666,0.2477010007201832,0.6885537193695991,0.2111800806649081,0.4944187029540254,youden-val,0.5235294117647059,0.3305785123966942,0.4166666666666667,0.5655737704918032,0.273972602739726,0.711340206185567,FedAvg
2,Thoracic_surgery__Minor_resection,171,69,102,0.4035087719298245,0.4979949355431836,0.5061096902529127,0.2475709799052408,0.6882565975267568,0.1317822225215278,0.4944187029540254,youden-val,0.5321637426900585,0.4202898550724637,0.4202898550724637,0.6078431372549019,0.4202898550724637,0.6078431372549019,FedAvg
2,Thoracic_surgery__Others,223,120,103,0.5381165919282511,0.6462234967154314,0.5416666666666666,0.244742213176356,0.6824243277542505,0.0677041108817853,0.4944187029540254,youden-val,0.5291479820627802,0.4444444444444444,0.35,0.7378640776699029,0.6086956521739131,0.4935064935064935,FedAvg
3,General_surgery__Biliary_Pancreas,441,206,235,0.4671201814058957,0.5085703528479965,0.5908489981408799,0.2464465698197712,0.6859999748638458,0.0703835110322018,0.4636131041941905,youden-val,0.5736961451247166,0.6163265306122448,0.7330097087378641,0.4340425531914894,0.5316901408450704,0.6496815286624203,FedAvg
3,General_surgery__Colorectal,392,181,211,0.461734693877551,0.5070271784111428,0.5307271346652354,0.2476267327006321,0.6883800896719671,0.0136962192358133,0.4636131041941905,youden-val,0.5025510204081632,0.513715710723192,0.569060773480663,0.4454976303317535,0.4681818181818182,0.5465116279069767,FedAvg
3,General_surgery__Distal_gastrectomy,356,136,220,0.3820224719101123,0.5646592536383325,0.6997326203208557,0.2381498869180508,0.6693742125908186,0.1104948891303123,0.4636131041941905,youden-val,0.5617977528089888,0.6060606060606061,0.8823529411764706,0.3636363636363636,0.4615384615384615,0.8333333333333334,FedAvg
3,General_surgery__Exploratory_laparotomy,201,113,88,0.5621890547263682,0.7332160785606412,0.6407884151246983,0.2449061166012093,0.6829421654433758,0.0821942330170388,0.4636131041941905,youden-val,0.5671641791044776,0.6390041493775933,0.6814159292035398,0.4204545454545454,0.6015625,0.5068493150684932,FedAvg
3,General_surgery__Hepatic,314,123,191,0.3917197452229299,0.4768010138508154,0.6132890648278211,0.2404202597921245,0.6739143549639102,0.0946246024653091,0.4636131041941905,youden-val,0.5859872611464968,0.5357142857142857,0.6097560975609756,0.5706806282722513,0.4777070063694267,0.6942675159235668,FedAvg
3,General_surgery__OtherSurgery,217,143,74,0.6589861751152074,0.737410872211856,0.5860895860895861,0.2556177210538217,0.704455417630146,0.1833027512182573,0.4636131041941905,youden-val,0.5990783410138248,0.6903914590747331,0.6783216783216783,0.4459459459459459,0.7028985507246377,0.4177215189873418,FedAvg
3,General_surgery__Others,150,80,70,0.5333333333333333,0.6983097194787182,0.6630357142857143,0.2455567599072343,0.6842100511830964,0.074831565111636,0.4636131041941905,youden-val,0.62,0.6666666666666666,0.7125,0.5142857142857142,0.6263736263736264,0.6101694915254238,FedAvg
3,General_surgery__Stomach,226,90,136,0.3982300884955752,0.4782120447567967,0.5841503267973855,0.2422205355925319,0.6775335308923875,0.0854446074728039,0.4636131041941905,youden-val,0.5088495575221239,0.5066666666666667,0.6333333333333333,0.4264705882352941,0.4222222222222222,0.6373626373626373,FedAvg
3,Gynecology__Major_resection,145,46,99,0.3172413793103448,0.5198272416854748,0.6488801054018445,0.2300922265259264,0.6531410981402948,0.1442983003700807,0.4636131041941905,youden-val,0.6758620689655173,0.4597701149425287,0.4347826086956521,0.7878787878787878,0.4878048780487805,0.75,FedAvg
3,Thoracic_surgery__Lung_lobectomy,326,134,192,0.4110429447852761,0.4769735343426857,0.5295009328358209,0.2452410730232957,0.6836029548053909,0.0707454168252858,0.4636131041941905,youden-val,0.4938650306748466,0.5161290322580645,0.6567164179104478,0.3802083333333333,0.4251207729468599,0.6134453781512605,FedAvg
3,Thoracic_surgery__Lung_wedge_resection,170,48,122,0.2823529411764706,0.3806462280782913,0.5906762295081968,0.2357400613316037,0.6645384229801773,0.1932710246522041,0.4636131041941905,youden-val,0.5117647058823529,0.4353741496598639,0.6666666666666666,0.4508196721311475,0.3232323232323232,0.7746478873239436,FedAvg
3,Thoracic_surgery__Minor_resection,171,69,102,0.4035087719298245,0.529486424836068,0.551150895140665,0.2418405845466305,0.6767980443066165,0.0847783864638801,0.4636131041941905,youden-val,0.5555555555555556,0.5064935064935064,0.5652173913043478,0.5490196078431373,0.4588235294117647,0.6511627906976745,FedAvg
3,Thoracic_surgery__Others,223,120,103,0.5381165919282511,0.7036104750731859,0.6284789644012946,0.2432658783446056,0.6795621624636328,0.0671253551995746,0.4636131041941905,youden-val,0.5605381165919282,0.5504587155963303,0.5,0.6310679611650486,0.6122448979591837,0.52,FedAvg
4,General_surgery__Biliary_Pancreas,441,206,235,0.4671201814058957,0.5403334763249525,0.6145631067961166,0.2428666824502793,0.6787925137670735,0.0361802617273545,0.4963093856066046,youden-val,0.5941043083900227,0.5601965601965602,0.5533980582524272,0.6297872340425532,0.5671641791044776,0.6166666666666667,FedAvg
4,General_surgery__Colorectal,392,181,211,0.461734693877551,0.5582467289661137,0.5954544264355476,0.2432799906453007,0.6796279543406282,0.0192595709608261,0.4963093856066046,youden-val,0.5969387755102041,0.50625,0.4475138121546961,0.7251184834123223,0.5827338129496403,0.6047430830039525,FedAvg
4,General_surgery__Distal_gastrectomy,356,136,220,0.3820224719101123,0.635325459415989,0.7260695187165775,0.2348259562578768,0.6626415443135586,0.167082526358091,0.4963093856066046,youden-val,0.6629213483146067,0.6178343949044586,0.7132352941176471,0.6318181818181818,0.5449438202247191,0.7808988764044944,FedAvg
4,General_surgery__Exploratory_laparotomy,201,113,88,0.5621890547263682,0.7076958017580857,0.6275140788415126,0.242062158988188,0.6771419314182109,0.0926299354542977,0.4963093856066046,youden-val,0.5870646766169154,0.5699481865284974,0.4867256637168141,0.7159090909090909,0.6875,0.5206611570247934,FedAvg
4,General_surgery__Hepatic,314,123,191,0.3917197452229299,0.6427594478162654,0.7241731579619461,0.231590404237101,0.6560937502914688,0.1070339933876685,0.4963093856066046,youden-val,0.6878980891719745,0.5775862068965517,0.5447154471544715,0.7801047120418848,0.6146788990825688,0.7268292682926829,FedAvg
4,General_surgery__OtherSurgery,217,143,74,0.6589861751152074,0.7424799370451761,0.5923265923265922,0.2491311261470974,0.6914341476516593,0.1679966931156133,0.4963093856066046,youden-val,0.5483870967741935,0.5983606557377049,0.5104895104895105,0.6216216216216216,0.7227722772277227,0.396551724137931,FedAvg
4,General_surgery__Others,150,80,70,0.5333333333333333,0.7212672466448213,0.6744642857142857,0.2395881820778342,0.6721776962238164,0.0598844994123361,0.4963093856066046,youden-val,0.5933333333333334,0.5343511450381679,0.4375,0.7714285714285715,0.6862745098039216,0.5454545454545454,FedAvg
4,General_surgery__Stomach,226,90,136,0.3982300884955752,0.5575357387113531,0.626797385620915,0.2393533058998447,0.6716566928516582,0.1153497126170542,0.4963093856066046,youden-val,0.5752212389380531,0.5,0.5333333333333333,0.6029411764705882,0.4705882352941176,0.6612903225806451,FedAvg
4,Gynecology__Major_resection,145,46,99,0.3172413793103448,0.5782610464752513,0.7000439174352219,0.2258964723552099,0.6445990128776279,0.1740020914982301,0.4963093856066046,youden-val,0.7034482758620689,0.4415584415584415,0.3695652173913043,0.8585858585858586,0.5483870967741935,0.7456140350877193,FedAvg
4,Thoracic_surgery__Lung_lobectomy,326,134,192,0.4110429447852761,0.5299089950872785,0.6111629353233831,0.2418040701753973,0.676658881418832,0.0793236960922083,0.4963093856066046,youden-val,0.5828220858895705,0.5107913669064749,0.5298507462686567,0.6197916666666666,0.4930555555555556,0.6538461538461539,FedAvg
4,Thoracic_surgery__Lung_wedge_resection,170,48,122,0.2823529411764706,0.4795952148666599,0.6830601092896176,0.23171438265289,0.6563472995553734,0.1951940963760053,0.4963093856066046,youden-val,0.6764705882352942,0.5045045045045045,0.5833333333333334,0.7131147540983607,0.4444444444444444,0.8130841121495327,FedAvg
4,Thoracic_surgery__Minor_resection,171,69,102,0.4035087719298245,0.5079207490504289,0.5744529695936346,0.241045310830813,0.6751919813638753,0.1014435995902571,0.4963093856066046,youden-val,0.6023391812865497,0.423728813559322,0.3623188405797101,0.7647058823529411,0.5102040816326531,0.639344262295082,FedAvg
4,Thoracic_surgery__Others,223,120,103,0.5381165919282511,0.7821358053814171,0.7207928802588996,0.2310911240886139,0.6548682944623875,0.1153851299741817,0.4963093856066046,youden-val,0.6681614349775785,0.6336633663366337,0.5333333333333333,0.8252427184466019,0.7804878048780488,0.6028368794326241,FedAvg
5,General_surgery__Biliary_Pancreas,441,206,235,0.4671201814058957,0.5721177964683475,0.6254286304482546,0.2383278019569273,0.669395668405114,0.0436784317062801,0.4784813739522541,youden-val,0.5895691609977324,0.5968819599109132,0.6504854368932039,0.5361702127659574,0.551440329218107,0.6363636363636364,FedAvg
5,General_surgery__Colorectal,392,181,211,0.461734693877551,0.5729002477949818,0.6035191537273179,0.2399054396683401,0.672735494151777,0.0179589792590245,0.4784813739522541,youden-val,0.5943877551020408,0.5281899109792285,0.4917127071823204,0.6824644549763034,0.5705128205128205,0.6101694915254238,FedAvg
5,General_surgery__Distal_gastrectomy,356,136,220,0.3820224719101123,0.6681631845430843,0.7304144385026738,0.2222580226202869,0.6367403737413198,0.1525619032049681,0.4784813739522541,youden-val,0.6601123595505618,0.6253869969040248,0.7426470588235294,0.6090909090909091,0.5401069518716578,0.7928994082840237,FedAvg
5,General_surgery__Exploratory_laparotomy,201,113,88,0.5621890547263682,0.6891331705827652,0.6212791633145615,0.2415564167630439,0.6758266933505719,0.0945163080405417,0.4784813739522541,youden-val,0.5621890547263682,0.5643564356435643,0.504424778761062,0.6363636363636364,0.6404494382022472,0.5,FedAvg
5,General_surgery__Hepatic,314,123,191,0.3917197452229299,0.69490473706467,0.771506406163538,0.2127036467890491,0.6171968436666311,0.1489584817972049,0.4784813739522541,youden-val,0.7006369426751592,0.626984126984127,0.6422764227642277,0.7382198952879581,0.6124031007751938,0.7621621621621621,FedAvg
5,General_surgery__OtherSurgery,217,143,74,0.6589861751152074,0.7328619921795445,0.5816480816480816,0.2509804943328451,0.6952026353706823,0.1748595358586478,0.4784813739522541,youden-val,0.5345622119815668,0.6007905138339921,0.5314685314685315,0.5405405405405406,0.6909090909090909,0.3738317757009345,FedAvg
5,General_surgery__Others,150,80,70,0.5333333333333333,0.7218976212132985,0.6798214285714285,0.2337714246817107,0.6600356071814033,0.0838385866316857,0.4784813739522541,youden-val,0.6,0.5652173913043478,0.4875,0.7285714285714285,0.6724137931034483,0.5543478260869565,FedAvg
5,General_surgery__Stomach,226,90,136,0.3982300884955752,0.5565454177419901,0.6379084967320261,0.2325907920950956,0.6574377602774598,0.0898088799527125,0.4784813739522541,youden-val,0.5575221238938053,0.5098039215686274,0.5777777777777777,0.5441176470588235,0.4561403508771929,0.6607142857142857,FedAvg
5,Gynecology__Major_resection,145,46,99,0.3172413793103448,0.6056673587422287,0.7310057092665788,0.2077562900207027,0.607016591149549,0.1675085045481647,0.4784813739522541,youden-val,0.7379310344827587,0.5581395348837209,0.5217391304347826,0.8383838383838383,0.6,0.7904761904761904,FedAvg
5,Thoracic_surgery__Lung_lobectomy,326,134,192,0.4110429447852761,0.5346414550793384,0.6326181592039801,0.2350634587039428,0.6628599018214453,0.0994135935366036,0.4784813739522541,youden-val,0.5920245398773006,0.5397923875432526,0.582089552238806,0.5989583333333334,0.5032258064516129,0.672514619883041,FedAvg
5,Thoracic_surgery__Lung_wedge_resection,170,48,122,0.2823529411764706,0.5022479269014336,0.7079918032786885,0.2158417234826013,0.6237333953367439,0.1896816644005052,0.4784813739522541,youden-val,0.6941176470588235,0.5357142857142857,0.625,0.7213114754098361,0.46875,0.8301886792452831,FedAvg
5,Thoracic_surgery__Minor_resection,171,69,102,0.4035087719298245,0.4909119633046397,0.5701903949985789,0.2378615793830747,0.6687573403064228,0.0831926843511721,0.4784813739522541,youden-val,0.5906432748538012,0.4354838709677419,0.391304347826087,0.7254901960784313,0.4909090909090909,0.6379310344827587,FedAvg
5,Thoracic_surgery__Others,223,120,103,0.5381165919282511,0.807504076038745,0.7430420711974111,0.2185777138659525,0.6290238266118625,0.114339303094482,0.4784813739522541,youden-val,0.6995515695067265,0.6995515695067265,0.65,0.7572815533980582,0.7572815533980582,0.65,FedAvg
6,General_surgery__Biliary_Pancreas,441,206,235,0.4671201814058957,0.6025649148337875,0.6510844866763066,0.233691162174619,0.6598327363405303,0.0406706939843722,0.4763245068651304,youden-val,0.5895691609977324,0.6039387308533917,0.6699029126213593,0.5191489361702127,0.549800796812749,0.6421052631578947,FedAvg
6,General_surgery__Colorectal,392,181,211,0.461734693877551,0.598626304838695,0.6110340132491949,0.2382151308624789,0.6690825542538914,0.0243505302859968,0.4763245068651304,youden-val,0.6020408163265306,0.5357142857142857,0.4972375690607735,0.6919431279620853,0.5806451612903226,0.6160337552742616,FedAvg
6,General_surgery__Distal_gastrectomy,356,136,220,0.3820224719101123,0.6926111536961894,0.7434826203208557,0.2152398719959237,0.6214792671808518,0.1534076162010568,0.4763245068651304,youden-val,0.6629213483146067,0.6296296296296297,0.75,0.6090909090909091,0.5425531914893617,0.7976190476190477,FedAvg
6,General_surgery__Exploratory_laparotomy,201,113,88,0.5621890547263682,0.684318607782652,0.6260056315366049,0.2400350399577698,0.6724024703913418,0.0834803728341073,0.4763245068651304,youden-val,0.5920398009950248,0.5980392156862745,0.5398230088495575,0.6590909090909091,0.6703296703296703,0.5272727272727272,FedAvg
6,General_surgery__Hepatic,314,123,191,0.3917197452229299,0.7288567505578472,0.7963648746435108,0.1999033000026744,0.5900159829610395,0.1422724277431613,0.4763245068651304,youden-val,0.7165605095541401,0.6536964980544747,0.6829268292682927,0.7382198952879581,0.6268656716417911,0.7833333333333333,FedAvg
6,General_surgery__OtherSurgery,217,143,74,0.6589861751152074,0.7306697060334311,0.5856170856170857,0.2489197297147818,0.6909722088205164,0.1663314566130162,0.4763245068651304,youden-val,0.5299539170506913,0.5952380952380952,0.5244755244755245,0.5405405405405406,0.6880733944954128,0.3703703703703703,FedAvg
6,General_surgery__Others,150,80,70,0.5333333333333333,0.7323160615770976,0.6883928571428573,0.2278773175715267,0.6472312963389031,0.0721120967149873,0.4763245068651304,youden-val,0.6266666666666667,0.6056338028169014,0.5375,0.7285714285714285,0.6935483870967742,0.5795454545454546,FedAvg
6,General_surgery__Stomach,226,90,136,0.3982300884955752,0.5779646454543533,0.6562908496732026,0.229424650465066,0.6504709916135427,0.0930098962395462,0.4763245068651304,youden-val,0.584070796460177,0.5346534653465347,0.6,0.5735294117647058,0.4821428571428571,0.6842105263157895,FedAvg
6,Gynecology__Major_resection,145,46,99,0.3172413793103448,0.6188846042022853,0.7483530961791832,0.1967640557201357,0.5835417858993383,0.1567828449774277,0.4763245068651304,youden-val,0.7655172413793103,0.6222222222222222,0.6086956521739131,0.8383838383838383,0.6363636363636364,0.8217821782178217,FedAvg
6,Thoracic_surgery__Lung_lobectomy,326,134,192,0.4110429447852761,0.5524407535489715,0.6403529228855721,0.2326853495584646,0.6578267610239312,0.0709621672758299,0.4763245068651304,youden-val,0.5920245398773006,0.5333333333333333,0.5671641791044776,0.609375,0.5033112582781457,0.6685714285714286,FedAvg
6,Thoracic_surgery__Lung_wedge_resection,170,48,122,0.2823529411764706,0.5306898253494813,0.7221653005464481,0.2082143202731036,0.6080459579107415,0.1761479203172292,0.4763245068651304,youden-val,0.7176470588235294,0.5471698113207547,0.6041666666666666,0.7622950819672131,0.5,0.8303571428571429,FedAvg
6,Thoracic_surgery__Minor_resection,171,69,102,0.4035087719298245,0.498624078729924,0.573174197215118,0.2372624595278038,0.6675348807888005,0.1415037529643895,0.4763245068651304,youden-val,0.5906432748538012,0.4262295081967213,0.3768115942028985,0.7352941176470589,0.490566037735849,0.635593220338983,FedAvg
6,Thoracic_surgery__Others,223,120,103,0.5381165919282511,0.8096019675978541,0.7406148867313915,0.208956157765387,0.6080905623982609,0.1208776413335536,0.4763245068651304,youden-val,0.7130044843049327,0.7117117117117117,0.6583333333333333,0.7766990291262136,0.7745098039215687,0.6611570247933884,FedAvg
7,General_surgery__Biliary_Pancreas,441,206,235,0.4671201814058957,0.6146743402770494,0.6619086965502995,0.2306317417973581,0.6533543930349043,0.0403420803298264,0.4659887798278758,youden-val,0.6145124716553289,0.6255506607929515,0.6893203883495146,0.548936170212766,0.5725806451612904,0.6683937823834197,FedAvg
7,General_surgery__Colorectal,392,181,211,0.461734693877551,0.6079151735101258,0.6143594040480742,0.2384410015307528,0.6696504443178082,0.0758440780534479,0.4659887798278758,youden-val,0.6020408163265306,0.5329341317365269,0.4917127071823204,0.6966824644549763,0.5816993464052288,0.6150627615062761,FedAvg
7,General_surgery__Distal_gastrectomy,356,136,220,0.3820224719101123,0.6959030735097524,0.7443850267379679,0.2100024165674422,0.610087210107607,0.1441368450685019,0.4659887798278758,youden-val,0.6629213483146067,0.6273291925465838,0.7426470588235294,0.6136363636363636,0.543010752688172,0.7941176470588235,FedAvg
7,General_surgery__Exploratory_laparotomy,201,113,88,0.5621890547263682,0.6896057074387493,0.6310337892196298,0.24222785742746,0.676995005804036,0.0927007316585096,0.4659887798278758,youden-val,0.582089552238806,0.5882352941176471,0.5309734513274337,0.6477272727272727,0.6593406593406593,0.5181818181818182,FedAvg
7,General_surgery__Hepatic,314,123,191,0.3917197452229299,0.7426691304074048,0.8064529859958286,0.1914564023012599,0.5713809942739819,0.1235420775410272,0.4659887798278758,youden-val,0.732484076433121,0.676923076923077,0.7154471544715447,0.743455497382199,0.6423357664233577,0.8022598870056498,FedAvg
7,General_surgery__OtherSurgery,217,143,74,0.6589861751152074,0.7295075841225218,0.5861840861840862,0.2531663201879635,0.7000907079871087,0.1776127009010172,0.4659887798278758,youden-val,0.5622119815668203,0.6274509803921569,0.5594405594405595,0.5675675675675675,0.7142857142857143,0.4,FedAvg
7,General_surgery__Others,150,80,70,0.5333333333333333,0.7417657201645113,0.6964285714285714,0.2267286303803865,0.6447022400424971,0.0810806826498954,0.4659887798278758,youden-val,0.64,0.625,0.5625,0.7285714285714285,0.703125,0.5930232558139535,FedAvg
7,General_surgery__Stomach,226,90,136,0.3982300884955752,0.5850709648681912,0.6659313725490196,0.2259416935538159,0.6427993669702956,0.1060715764476438,0.4659887798278758,youden-val,0.6150442477876106,0.5628140703517588,0.6222222222222222,0.6102941176470589,0.5137614678899083,0.7094017094017094,FedAvg
7,Gynecology__Major_resection,145,46,99,0.3172413793103448,0.629396358204379,0.7540623627580149,0.1899192504061511,0.5680874069089686,0.140506272907563,0.4659887798278758,youden-val,0.7517241379310344,0.6,0.5869565217391305,0.8282828282828283,0.6136363636363636,0.8118811881188119,FedAvg
7,Thoracic_surgery__Lung_lobectomy,326,134,192,0.4110429447852761,0.5606452713212513,0.6464163557213931,0.2297065594098785,0.6513774645185177,0.0631892432489522,0.4659887798278758,youden-val,0.588957055214724,0.5179856115107914,0.5373134328358209,0.625,0.5,0.6593406593406593,FedAvg
7,Thoracic_surgery__Lung_wedge_resection,170,48,122,0.2823529411764706,0.5301622153967658,0.7281420765027323,0.199484976981294,0.5895934302323288,0.1772599009830335,0.4659887798278758,youden-val,0.7411764705882353,0.5769230769230769,0.625,0.7868852459016393,0.5357142857142857,0.8421052631578947,FedAvg
7,Thoracic_surgery__Minor_resection,171,69,102,0.4035087719298245,0.5046586627583726,0.5784313725490196,0.2363280991292799,0.6658401656252827,0.0739190433498785,0.4659887798278758,youden-val,0.6023391812865497,0.4426229508196721,0.391304347826087,0.7450980392156863,0.5094339622641509,0.6440677966101694,FedAvg
7,Thoracic_surgery__Others,223,120,103,0.5381165919282511,0.8115220493798476,0.7431229773462783,0.2057616540031672,0.6010900157087807,0.1268408624188336,0.4659887798278758,youden-val,0.7219730941704036,0.7181818181818181,0.6583333333333333,0.7961165048543689,0.79,0.6666666666666666,FedAvg
8,General_surgery__Biliary_Pancreas,441,206,235,0.4671201814058957,0.6341785827877158,0.6713695517455072,0.2273812969316583,0.646431087495976,0.0405615013102448,0.4218570141431407,youden-val,0.6009070294784581,0.6223175965665236,0.7038834951456311,0.5106382978723404,0.5576923076923077,0.6629834254143646,FedAvg
8,General_surgery__Colorectal,392,181,211,0.461734693877551,0.6102240164093283,0.609646251734702,0.2395179668701429,0.6719941281961749,0.0897085276761386,0.4218570141431407,youden-val,0.5867346938775511,0.5344827586206896,0.5138121546961326,0.6492890995260664,0.5568862275449101,0.6088888888888889,FedAvg
